entity_id,entity_type,declared_annual_income,kyc_status,age,geography_tier
ENT_11577,INDIVIDUAL,1500000,VERIFIED,29.0,metro
ENT_11578,BUSINESS,6200000,VERIFIED,,tier2
ENT_11579,INDIVIDUAL,5800000,VERIFIED,46.0,tier2
ENT_11580,INDIVIDUAL,3200000,VERIFIED,18.0,metro
ENT_11581,INDIVIDUAL,5100000,VERIFIED,48.0,tier2
ENT_11582,INDIVIDUAL,400000,VERIFIED,43.0,metro
ENT_11583,INDIVIDUAL,1100000,VERIFIED,64.0,metro
ENT_11584,INDIVIDUAL,600000,VERIFIED,23.0,metro
ENT_11585,INDIVIDUAL,0,VERIFIED,32.0,tier2
ENT_11586,INDIVIDUAL,9200000,VERIFIED,48.0,tier2
ENT_11587,INDIVIDUAL,6500000,VERIFIED,60.0,tier2
ENT_11588,INDIVIDUAL,1300000,VERIFIED,34.0,metro
ENT_11589,INDIVIDUAL,0,VERIFIED,24.0,metro
ENT_11590,INDIVIDUAL,8200000,VERIFIED,33.0,tier2
ENT_11591,INDIVIDUAL,1400000,VERIFIED,39.0,metro
ENT_11592,BUSINESS,17900000,VERIFIED,,tier2
ENT_11593,INDIVIDUAL,800000,VERIFIED,39.0,metro
ENT_11594,INDIVIDUAL,5600000,VERIFIED,63.0,metro
ENT_11595,INDIVIDUAL,3500000,VERIFIED,38.0,metro
ENT_11596,INDIVIDUAL,500000,VERIFIED,28.0,tier2
ENT_11597,INDIVIDUAL,600000,VERIFIED,59.0,metro
ENT_11598,INDIVIDUAL,1400000,VERIFIED,35.0,tier2
ENT_11599,INDIVIDUAL,7800000,VERIFIED,34.0,metro
ENT_11600,INDIVIDUAL,5200000,VERIFIED,41.0,metro
ENT_11601,INDIVIDUAL,1300000,VERIFIED,31.0,metro
ENT_11602,INDIVIDUAL,1800000,VERIFIED,30.0,metro
ENT_11603,INDIVIDUAL,66200000,VERIFIED,58.0,metro
ENT_11604,INDIVIDUAL,4300000,VERIFIED,57.0,tier2
ENT_11605,INDIVIDUAL,1100000,VERIFIED,51.0,metro
ENT_11606,INDIVIDUAL,7300000,VERIFIED,31.0,metro
ENT_11607,TRUST,62200000,VERIFIED,,metro
ENT_11608,INDIVIDUAL,400000,VERIFIED,59.0,metro
ENT_11609,INDIVIDUAL,700000,VERIFIED,43.0,rural
ENT_11610,INDIVIDUAL,1100000,VERIFIED,57.0,tier2
ENT_11611,INDIVIDUAL,300000,VERIFIED,54.0,metro
ENT_11612,INDIVIDUAL,93500000,VERIFIED,44.0,metro
ENT_11613,BUSINESS,61400000,VERIFIED,,rural
ENT_11614,BUSINESS,28100000,VERIFIED,,rural
ENT_11615,INDIVIDUAL,600000,VERIFIED,23.0,metro
ENT_11616,INDIVIDUAL,500000,VERIFIED,61.0,rural
ENT_11617,INDIVIDUAL,700000,VERIFIED,55.0,metro
ENT_11618,INDIVIDUAL,0,VERIFIED,51.0,metro
ENT_11619,INDIVIDUAL,500000,VERIFIED,22.0,metro
ENT_11620,INDIVIDUAL,1300000,VERIFIED,50.0,metro
ENT_11621,INDIVIDUAL,1400000,VERIFIED,38.0,metro
ENT_11622,INDIVIDUAL,800000,VERIFIED,28.0,rural
ENT_11623,INDIVIDUAL,0,VERIFIED,52.0,rural
ENT_11624,INDIVIDUAL,400000,VERIFIED,57.0,metro
ENT_11625,INDIVIDUAL,1400000,VERIFIED,45.0,metro
ENT_11626,INDIVIDUAL,6900000,VERIFIED,50.0,tier2
ENT_11627,INDIVIDUAL,700000,VERIFIED,52.0,metro
ENT_11628,INDIVIDUAL,1900000,VERIFIED,21.0,rural
ENT_11629,TRUST,7900000,VERIFIED,,rural
ENT_11630,BUSINESS,6700000,VERIFIED,,tier2
ENT_11631,TRUST,5500000,VERIFIED,,tier2
ENT_11632,INDIVIDUAL,0,VERIFIED,45.0,rural
ENT_11633,INDIVIDUAL,1200000,VERIFIED,44.0,tier2
ENT_11634,INDIVIDUAL,500000,VERIFIED,61.0,tier2
ENT_11635,INDIVIDUAL,800000,VERIFIED,50.0,tier2
ENT_11636,INDIVIDUAL,3100000,VERIFIED,62.0,metro
ENT_11637,INDIVIDUAL,400000,VERIFIED,26.0,rural
ENT_11638,INDIVIDUAL,1300000,VERIFIED,44.0,metro
ENT_11639,INDIVIDUAL,1200000,VERIFIED,63.0,tier2
ENT_11640,TRUST,4800000,VERIFIED,,metro
ENT_11641,INDIVIDUAL,1400000,VERIFIED,48.0,metro
ENT_11642,INDIVIDUAL,400000,VERIFIED,32.0,rural
ENT_11643,INDIVIDUAL,6300000,VERIFIED,51.0,rural
ENT_11644,INDIVIDUAL,2600000,VERIFIED,37.0,metro
ENT_11645,BUSINESS,33600000,VERIFIED,,tier2
ENT_11646,INDIVIDUAL,700000,VERIFIED,41.0,tier2
ENT_11647,INDIVIDUAL,8300000,VERIFIED,18.0,metro
ENT_11648,INDIVIDUAL,7400000,VERIFIED,63.0,metro
ENT_11649,INDIVIDUAL,9800000,VERIFIED,48.0,metro
ENT_11650,BUSINESS,8700000,VERIFIED,,metro
ENT_11651,INDIVIDUAL,300000,VERIFIED,29.0,metro
ENT_11652,INDIVIDUAL,7600000,VERIFIED,53.0,metro
ENT_11653,INDIVIDUAL,85500000,VERIFIED,63.0,tier2
ENT_11654,INDIVIDUAL,900000,VERIFIED,59.0,tier2
ENT_11655,INDIVIDUAL,1000000,VERIFIED,64.0,tier2
ENT_11656,INDIVIDUAL,6100000,VERIFIED,60.0,tier2
ENT_11657,INDIVIDUAL,4000000,VERIFIED,40.0,metro
ENT_11658,INDIVIDUAL,300000,VERIFIED,29.0,metro
ENT_11659,INDIVIDUAL,1100000,VERIFIED,48.0,metro
ENT_11660,INDIVIDUAL,0,VERIFIED,52.0,rural
ENT_11661,INDIVIDUAL,46700000,VERIFIED,33.0,metro
ENT_11662,INDIVIDUAL,4000000,VERIFIED,54.0,tier2
ENT_11663,INDIVIDUAL,7700000,VERIFIED,54.0,tier2
ENT_11664,INDIVIDUAL,1000000,VERIFIED,25.0,rural
ENT_11665,INDIVIDUAL,0,VERIFIED,48.0,rural
ENT_11666,INDIVIDUAL,5500000,VERIFIED,54.0,tier2
ENT_11667,INDIVIDUAL,1000000,VERIFIED,30.0,tier2
ENT_11668,INDIVIDUAL,300000,VERIFIED,65.0,metro
ENT_11669,INDIVIDUAL,5600000,VERIFIED,47.0,tier2
ENT_11670,INDIVIDUAL,600000,VERIFIED,25.0,metro
ENT_11671,INDIVIDUAL,15400000,VERIFIED,27.0,tier2
ENT_11672,BUSINESS,94200000,VERIFIED,,rural
ENT_11673,INDIVIDUAL,1700000,VERIFIED,62.0,tier2
ENT_11674,INDIVIDUAL,4500000,VERIFIED,23.0,tier2
ENT_11675,BUSINESS,89600000,VERIFIED,,tier2
ENT_11676,INDIVIDUAL,700000,VERIFIED,42.0,tier2
ENT_11677,INDIVIDUAL,1300000,VERIFIED,60.0,tier2
ENT_11678,INDIVIDUAL,2500000,VERIFIED,35.0,metro
ENT_11679,INDIVIDUAL,0,VERIFIED,18.0,rural
ENT_11680,BUSINESS,3700000,VERIFIED,,tier2
ENT_11681,TRUST,62200000,VERIFIED,,metro
ENT_11682,INDIVIDUAL,0,VERIFIED,48.0,metro
ENT_11683,BUSINESS,2800000,VERIFIED,,metro
ENT_11684,INDIVIDUAL,7900000,VERIFIED,62.0,metro
ENT_11685,INDIVIDUAL,3100000,VERIFIED,59.0,tier2
ENT_11686,BUSINESS,4400000,VERIFIED,,metro
ENT_11687,INDIVIDUAL,1000000,VERIFIED,49.0,metro
ENT_11688,INDIVIDUAL,93400000,VERIFIED,45.0,metro
ENT_11689,INDIVIDUAL,0,VERIFIED,19.0,rural
ENT_11690,INDIVIDUAL,2500000,VERIFIED,51.0,rural
ENT_11691,INDIVIDUAL,7300000,VERIFIED,56.0,tier2
ENT_11692,INDIVIDUAL,3600000,VERIFIED,37.0,tier2
ENT_11693,INDIVIDUAL,500000,VERIFIED,43.0,rural
ENT_11694,INDIVIDUAL,600000,VERIFIED,23.0,rural
ENT_11695,TRUST,79200000,VERIFIED,,tier2
ENT_11696,INDIVIDUAL,5700000,VERIFIED,49.0,tier2
ENT_11697,INDIVIDUAL,0,VERIFIED,62.0,metro
ENT_11698,INDIVIDUAL,8000000,VERIFIED,26.0,rural
ENT_11699,INDIVIDUAL,7800000,VERIFIED,35.0,metro
ENT_11700,INDIVIDUAL,42700000,VERIFIED,19.0,metro
ENT_11701,INDIVIDUAL,4100000,VERIFIED,50.0,metro
ENT_11702,TRUST,8000000,VERIFIED,,rural
ENT_11703,INDIVIDUAL,900000,VERIFIED,65.0,metro
ENT_11704,INDIVIDUAL,0,VERIFIED,48.0,rural
ENT_11705,TRUST,3900000,VERIFIED,,rural
ENT_11706,INDIVIDUAL,0,VERIFIED,21.0,metro
ENT_11707,INDIVIDUAL,0,VERIFIED,36.0,tier2
ENT_11708,BUSINESS,7000000,VERIFIED,,tier2
ENT_11709,INDIVIDUAL,0,VERIFIED,27.0,rural
ENT_11710,INDIVIDUAL,6900000,VERIFIED,38.0,metro
ENT_11711,INDIVIDUAL,8700000,VERIFIED,63.0,tier2
ENT_11712,INDIVIDUAL,4800000,VERIFIED,25.0,tier2
ENT_11713,INDIVIDUAL,1200000,VERIFIED,41.0,metro
ENT_11714,BUSINESS,8000000,VERIFIED,,tier2
ENT_11715,BUSINESS,42000000,VERIFIED,,tier2
ENT_11716,INDIVIDUAL,1500000,VERIFIED,33.0,metro
ENT_11717,INDIVIDUAL,600000,VERIFIED,62.0,metro
ENT_11718,INDIVIDUAL,500000,VERIFIED,50.0,tier2
ENT_11719,INDIVIDUAL,7600000,VERIFIED,61.0,metro
ENT_11720,INDIVIDUAL,900000,VERIFIED,52.0,metro
ENT_11721,INDIVIDUAL,700000,VERIFIED,55.0,rural
ENT_11722,BUSINESS,3200000,VERIFIED,,metro
ENT_11723,BUSINESS,5300000,VERIFIED,,tier2
ENT_11724,INDIVIDUAL,300000,VERIFIED,30.0,tier2
ENT_11725,INDIVIDUAL,0,VERIFIED,62.0,tier2
ENT_11726,INDIVIDUAL,1300000,VERIFIED,33.0,metro
ENT_11727,INDIVIDUAL,0,VERIFIED,20.0,tier2
ENT_11728,INDIVIDUAL,1100000,VERIFIED,52.0,metro
ENT_11729,INDIVIDUAL,3300000,VERIFIED,46.0,tier2
ENT_11730,INDIVIDUAL,1500000,VERIFIED,46.0,tier2
ENT_11731,INDIVIDUAL,0,VERIFIED,55.0,rural
ENT_11732,INDIVIDUAL,1100000,VERIFIED,23.0,rural
ENT_11733,INDIVIDUAL,2100000,VERIFIED,49.0,metro
ENT_11734,INDIVIDUAL,0,VERIFIED,36.0,metro
ENT_11735,INDIVIDUAL,99200000,VERIFIED,32.0,metro
ENT_11736,INDIVIDUAL,1500000,VERIFIED,34.0,metro
ENT_11737,INDIVIDUAL,0,VERIFIED,35.0,tier2
ENT_11738,INDIVIDUAL,1300000,VERIFIED,18.0,rural
ENT_11739,INDIVIDUAL,1300000,VERIFIED,58.0,metro
ENT_11740,INDIVIDUAL,8500000,VERIFIED,19.0,metro
ENT_11741,INDIVIDUAL,0,VERIFIED,33.0,rural
ENT_11742,INDIVIDUAL,2300000,VERIFIED,40.0,tier2
ENT_11743,INDIVIDUAL,1900000,VERIFIED,55.0,metro
ENT_11744,INDIVIDUAL,37200000,VERIFIED,36.0,metro
ENT_11745,INDIVIDUAL,700000,VERIFIED,38.0,metro
ENT_11746,INDIVIDUAL,41700000,VERIFIED,45.0,tier2
ENT_11747,BUSINESS,3600000,VERIFIED,,rural
ENT_11748,BUSINESS,41600000,VERIFIED,,metro
ENT_11749,INDIVIDUAL,70400000,VERIFIED,24.0,metro
ENT_11750,INDIVIDUAL,22100000,VERIFIED,56.0,metro
ENT_11751,INDIVIDUAL,7500000,VERIFIED,32.0,metro
ENT_11752,INDIVIDUAL,1400000,VERIFIED,42.0,metro
ENT_11753,INDIVIDUAL,1300000,VERIFIED,55.0,metro
ENT_11754,BUSINESS,52100000,VERIFIED,,tier2
ENT_11755,INDIVIDUAL,1200000,VERIFIED,54.0,rural
ENT_11756,INDIVIDUAL,99000000,VERIFIED,46.0,tier2
ENT_11757,INDIVIDUAL,9100000,VERIFIED,45.0,tier2
ENT_11758,INDIVIDUAL,1500000,VERIFIED,36.0,rural
ENT_11759,INDIVIDUAL,1200000,VERIFIED,46.0,metro
ENT_11760,TRUST,60200000,VERIFIED,,metro
ENT_11761,INDIVIDUAL,9000000,VERIFIED,50.0,metro
ENT_11762,BUSINESS,63700000,VERIFIED,,metro
ENT_11763,INDIVIDUAL,1000000,VERIFIED,33.0,rural
ENT_11764,INDIVIDUAL,1000000,VERIFIED,36.0,tier2
ENT_11765,BUSINESS,61000000,VERIFIED,,tier2
ENT_11766,INDIVIDUAL,300000,VERIFIED,46.0,metro
ENT_11767,BUSINESS,36700000,VERIFIED,,rural
ENT_11768,INDIVIDUAL,5600000,VERIFIED,27.0,metro
ENT_11769,INDIVIDUAL,3600000,VERIFIED,26.0,metro
ENT_11770,INDIVIDUAL,7500000,VERIFIED,46.0,tier2
ENT_11771,INDIVIDUAL,7500000,VERIFIED,51.0,rural
ENT_11772,TRUST,8500000,VERIFIED,,tier2
ENT_11773,INDIVIDUAL,7300000,VERIFIED,43.0,tier2
ENT_11774,INDIVIDUAL,7800000,VERIFIED,31.0,metro
ENT_11775,INDIVIDUAL,1400000,VERIFIED,55.0,tier2
ENT_11776,BUSINESS,6300000,VERIFIED,,metro
ENT_11777,INDIVIDUAL,5400000,VERIFIED,65.0,metro
ENT_11778,INDIVIDUAL,400000,VERIFIED,54.0,rural
ENT_11779,INDIVIDUAL,1000000,VERIFIED,58.0,tier2
ENT_11780,BUSINESS,59900000,VERIFIED,,metro
ENT_11781,INDIVIDUAL,3000000,VERIFIED,36.0,tier2
ENT_11782,INDIVIDUAL,5800000,VERIFIED,33.0,metro
ENT_11783,INDIVIDUAL,1600000,VERIFIED,57.0,metro
ENT_11784,INDIVIDUAL,1400000,VERIFIED,62.0,tier2
ENT_11785,TRUST,7400000,VERIFIED,,tier2
ENT_11786,INDIVIDUAL,1700000,VERIFIED,23.0,rural
ENT_11787,INDIVIDUAL,5700000,VERIFIED,43.0,metro
ENT_11788,INDIVIDUAL,8900000,VERIFIED,22.0,tier2
ENT_11789,INDIVIDUAL,700000,VERIFIED,39.0,tier2
ENT_11790,INDIVIDUAL,1500000,VERIFIED,48.0,rural
ENT_11791,BUSINESS,2900000,VERIFIED,,metro
ENT_11792,INDIVIDUAL,69600000,VERIFIED,59.0,metro
ENT_11793,INDIVIDUAL,700000,VERIFIED,42.0,metro
ENT_11794,BUSINESS,4700000,VERIFIED,,metro
ENT_11795,TRUST,19000000,VERIFIED,,metro
ENT_11796,BUSINESS,43500000,VERIFIED,,metro
ENT_11797,TRUST,5300000,VERIFIED,,metro
ENT_11798,INDIVIDUAL,4800000,VERIFIED,65.0,tier2
ENT_11799,INDIVIDUAL,600000,VERIFIED,19.0,tier2
ENT_11800,INDIVIDUAL,900000,VERIFIED,63.0,metro
ENT_11801,INDIVIDUAL,0,VERIFIED,46.0,rural
ENT_11802,INDIVIDUAL,1500000,VERIFIED,38.0,rural
ENT_11803,INDIVIDUAL,18900000,VERIFIED,44.0,metro
ENT_11804,INDIVIDUAL,1500000,VERIFIED,43.0,tier2
ENT_11805,INDIVIDUAL,9000000,VERIFIED,61.0,metro
ENT_11806,INDIVIDUAL,0,VERIFIED,31.0,metro
ENT_11807,INDIVIDUAL,700000,VERIFIED,35.0,tier2
ENT_11808,INDIVIDUAL,1800000,VERIFIED,61.0,rural
ENT_11809,INDIVIDUAL,68400000,VERIFIED,19.0,tier2
ENT_11810,INDIVIDUAL,1500000,VERIFIED,22.0,rural
ENT_11811,INDIVIDUAL,48700000,VERIFIED,31.0,tier2
ENT_11812,INDIVIDUAL,1400000,VERIFIED,43.0,metro
ENT_11813,INDIVIDUAL,1000000,VERIFIED,23.0,metro
ENT_11814,INDIVIDUAL,2300000,VERIFIED,29.0,metro
ENT_11815,TRUST,87000000,VERIFIED,,metro
ENT_11816,INDIVIDUAL,1300000,VERIFIED,64.0,tier2
ENT_11817,INDIVIDUAL,9200000,VERIFIED,19.0,metro
ENT_11818,BUSINESS,97900000,VERIFIED,,metro
ENT_11819,INDIVIDUAL,2900000,VERIFIED,60.0,metro
ENT_11820,TRUST,69600000,VERIFIED,,rural
ENT_11821,INDIVIDUAL,5600000,VERIFIED,49.0,tier2
ENT_11822,INDIVIDUAL,98300000,VERIFIED,56.0,metro
ENT_11823,INDIVIDUAL,2300000,VERIFIED,26.0,tier2
ENT_11824,INDIVIDUAL,1000000,VERIFIED,19.0,metro
ENT_11825,BUSINESS,7500000,VERIFIED,,metro
ENT_11826,BUSINESS,4400000,VERIFIED,,metro
ENT_11827,INDIVIDUAL,7300000,VERIFIED,46.0,metro
ENT_11828,INDIVIDUAL,1100000,VERIFIED,49.0,tier2
ENT_11829,INDIVIDUAL,1200000,VERIFIED,27.0,metro
ENT_11830,BUSINESS,4100000,VERIFIED,,tier2
ENT_11831,INDIVIDUAL,0,VERIFIED,41.0,metro
ENT_11832,INDIVIDUAL,7900000,VERIFIED,47.0,tier2
ENT_11833,INDIVIDUAL,81400000,VERIFIED,58.0,metro
ENT_11834,INDIVIDUAL,80800000,VERIFIED,19.0,tier2
ENT_11835,INDIVIDUAL,9500000,VERIFIED,49.0,metro
ENT_11836,BUSINESS,1900000,VERIFIED,,tier2
ENT_11837,INDIVIDUAL,1100000,VERIFIED,28.0,rural
ENT_11838,INDIVIDUAL,500000,VERIFIED,56.0,metro
ENT_11839,INDIVIDUAL,1300000,VERIFIED,36.0,tier2
ENT_11840,INDIVIDUAL,77500000,VERIFIED,58.0,tier2
ENT_11841,BUSINESS,3700000,VERIFIED,,rural
ENT_11842,TRUST,30400000,VERIFIED,,metro
ENT_11843,BUSINESS,62400000,VERIFIED,,tier2
ENT_11844,INDIVIDUAL,700000,VERIFIED,39.0,rural
ENT_11845,BUSINESS,58800000,VERIFIED,,metro
ENT_11846,INDIVIDUAL,700000,VERIFIED,62.0,metro
ENT_11847,INDIVIDUAL,700000,VERIFIED,22.0,metro
ENT_11848,INDIVIDUAL,1400000,VERIFIED,20.0,metro
ENT_11849,INDIVIDUAL,3700000,VERIFIED,29.0,tier2
ENT_11850,INDIVIDUAL,700000,VERIFIED,60.0,tier2
ENT_11851,INDIVIDUAL,2500000,VERIFIED,54.0,rural
ENT_11852,INDIVIDUAL,87100000,VERIFIED,53.0,tier2
ENT_11853,INDIVIDUAL,1500000,VERIFIED,34.0,metro
ENT_11854,INDIVIDUAL,5100000,VERIFIED,60.0,metro
ENT_11855,BUSINESS,91000000,VERIFIED,,tier2
ENT_11856,INDIVIDUAL,500000,VERIFIED,29.0,metro
ENT_11857,INDIVIDUAL,6600000,VERIFIED,25.0,metro
ENT_11858,BUSINESS,26800000,VERIFIED,,metro
ENT_11859,INDIVIDUAL,53900000,VERIFIED,25.0,metro
ENT_11860,BUSINESS,1000000,VERIFIED,,metro
ENT_11861,INDIVIDUAL,300000,VERIFIED,53.0,rural
ENT_11862,INDIVIDUAL,0,VERIFIED,48.0,tier2
ENT_11863,BUSINESS,3100000,VERIFIED,,rural
ENT_11864,INDIVIDUAL,500000,VERIFIED,58.0,metro
ENT_11865,INDIVIDUAL,4500000,VERIFIED,27.0,metro
ENT_11866,INDIVIDUAL,1200000,VERIFIED,23.0,metro
ENT_11867,INDIVIDUAL,1500000,VERIFIED,55.0,metro
ENT_11868,BUSINESS,5000000,VERIFIED,,metro
ENT_11869,INDIVIDUAL,3100000,VERIFIED,28.0,metro
ENT_11870,INDIVIDUAL,5600000,VERIFIED,47.0,tier2
ENT_11871,INDIVIDUAL,7700000,VERIFIED,33.0,metro
ENT_11872,INDIVIDUAL,9500000,VERIFIED,34.0,rural
ENT_11873,INDIVIDUAL,3900000,VERIFIED,29.0,rural
ENT_11874,INDIVIDUAL,9300000,VERIFIED,47.0,metro
ENT_11875,INDIVIDUAL,1500000,VERIFIED,52.0,metro
ENT_11876,INDIVIDUAL,900000,VERIFIED,52.0,metro
ENT_11877,INDIVIDUAL,0,VERIFIED,50.0,rural
ENT_11878,INDIVIDUAL,8300000,VERIFIED,28.0,rural
ENT_11879,INDIVIDUAL,800000,VERIFIED,23.0,tier2
ENT_11880,INDIVIDUAL,6300000,VERIFIED,42.0,rural
ENT_11881,INDIVIDUAL,8900000,VERIFIED,63.0,metro
ENT_11882,INDIVIDUAL,2400000,VERIFIED,24.0,tier2
ENT_11883,INDIVIDUAL,16300000,VERIFIED,33.0,metro
ENT_11884,BUSINESS,35400000,VERIFIED,,metro
ENT_11885,INDIVIDUAL,9400000,VERIFIED,19.0,tier2
ENT_11886,INDIVIDUAL,6400000,VERIFIED,50.0,metro
ENT_11887,INDIVIDUAL,600000,VERIFIED,62.0,metro
ENT_11888,INDIVIDUAL,6600000,VERIFIED,52.0,rural
ENT_11889,INDIVIDUAL,800000,VERIFIED,37.0,rural
ENT_11890,TRUST,78900000,VERIFIED,,tier2
ENT_11891,BUSINESS,92200000,VERIFIED,,metro
ENT_11892,INDIVIDUAL,1300000,VERIFIED,59.0,metro
ENT_11893,INDIVIDUAL,71400000,VERIFIED,23.0,tier2
ENT_11894,INDIVIDUAL,33700000,VERIFIED,41.0,metro
ENT_11895,INDIVIDUAL,800000,VERIFIED,57.0,metro
ENT_11896,INDIVIDUAL,600000,VERIFIED,35.0,metro
ENT_11897,INDIVIDUAL,5700000,VERIFIED,38.0,tier2
ENT_11898,INDIVIDUAL,6500000,VERIFIED,44.0,metro
ENT_11899,BUSINESS,78200000,VERIFIED,,metro
ENT_11900,INDIVIDUAL,400000,VERIFIED,39.0,metro
ENT_11901,BUSINESS,9900000,VERIFIED,,tier2
ENT_11902,INDIVIDUAL,8800000,VERIFIED,34.0,tier2
ENT_11903,BUSINESS,43300000,VERIFIED,,tier2
ENT_11904,INDIVIDUAL,600000,VERIFIED,43.0,tier2
ENT_11905,INDIVIDUAL,4500000,VERIFIED,32.0,metro
ENT_11906,INDIVIDUAL,12300000,VERIFIED,65.0,metro
ENT_11907,INDIVIDUAL,2400000,VERIFIED,24.0,metro
ENT_11908,INDIVIDUAL,3300000,VERIFIED,35.0,rural
ENT_11909,INDIVIDUAL,1500000,VERIFIED,34.0,rural
ENT_11910,INDIVIDUAL,2000000,VERIFIED,60.0,tier2
ENT_11911,INDIVIDUAL,9200000,VERIFIED,55.0,metro
ENT_11912,INDIVIDUAL,800000,VERIFIED,22.0,rural
ENT_11913,INDIVIDUAL,600000,VERIFIED,43.0,tier2
ENT_11914,BUSINESS,4400000,VERIFIED,,metro
ENT_11915,INDIVIDUAL,8600000,VERIFIED,31.0,metro
ENT_11916,TRUST,7700000,VERIFIED,,metro
ENT_11917,BUSINESS,6300000,VERIFIED,,tier2
ENT_11918,INDIVIDUAL,8700000,VERIFIED,52.0,tier2
ENT_11919,INDIVIDUAL,29500000,VERIFIED,23.0,metro
ENT_11920,INDIVIDUAL,5900000,VERIFIED,42.0,metro
ENT_11921,INDIVIDUAL,4000000,VERIFIED,63.0,metro
ENT_11922,INDIVIDUAL,1200000,VERIFIED,54.0,metro
ENT_11923,BUSINESS,1700000,VERIFIED,,metro
ENT_11924,INDIVIDUAL,6600000,VERIFIED,57.0,metro
ENT_11925,INDIVIDUAL,5100000,VERIFIED,56.0,metro
ENT_11926,BUSINESS,32000000,VERIFIED,,tier2
ENT_11927,INDIVIDUAL,1400000,VERIFIED,40.0,tier2
ENT_11928,INDIVIDUAL,1100000,VERIFIED,41.0,rural
ENT_11929,INDIVIDUAL,1400000,VERIFIED,39.0,metro
ENT_11930,INDIVIDUAL,1000000,VERIFIED,50.0,metro
ENT_11931,INDIVIDUAL,62900000,VERIFIED,53.0,tier2
ENT_11932,INDIVIDUAL,1500000,VERIFIED,58.0,tier2
ENT_11933,BUSINESS,3200000,VERIFIED,,metro
ENT_11934,INDIVIDUAL,0,VERIFIED,31.0,metro
ENT_11935,INDIVIDUAL,6900000,VERIFIED,65.0,metro
ENT_11936,INDIVIDUAL,5100000,VERIFIED,39.0,rural
ENT_11937,INDIVIDUAL,0,VERIFIED,65.0,tier2
ENT_11938,INDIVIDUAL,1400000,VERIFIED,46.0,metro
ENT_11939,INDIVIDUAL,400000,VERIFIED,52.0,metro
ENT_11940,TRUST,22900000,VERIFIED,,metro
ENT_11941,INDIVIDUAL,1200000,VERIFIED,21.0,metro
ENT_11942,INDIVIDUAL,800000,VERIFIED,56.0,metro
ENT_11943,INDIVIDUAL,500000,VERIFIED,39.0,metro
ENT_11944,BUSINESS,68100000,VERIFIED,,tier2
ENT_11945,INDIVIDUAL,0,VERIFIED,43.0,metro
ENT_11946,INDIVIDUAL,11800000,VERIFIED,22.0,rural
ENT_11947,INDIVIDUAL,1400000,VERIFIED,55.0,rural
ENT_11948,INDIVIDUAL,40700000,VERIFIED,37.0,rural
ENT_11949,INDIVIDUAL,5700000,VERIFIED,27.0,rural
ENT_11950,INDIVIDUAL,1200000,VERIFIED,47.0,rural
ENT_11951,TRUST,6800000,VERIFIED,,rural
ENT_11952,INDIVIDUAL,800000,VERIFIED,62.0,metro
ENT_11953,INDIVIDUAL,300000,VERIFIED,33.0,metro
ENT_11954,TRUST,10900000,VERIFIED,,metro
ENT_11955,BUSINESS,2300000,VERIFIED,,rural
ENT_11956,INDIVIDUAL,7000000,VERIFIED,46.0,tier2
ENT_11957,INDIVIDUAL,1300000,VERIFIED,57.0,metro
ENT_11958,INDIVIDUAL,8200000,VERIFIED,26.0,rural
ENT_11959,INDIVIDUAL,6300000,VERIFIED,44.0,metro
ENT_11960,BUSINESS,5500000,VERIFIED,,metro
ENT_11961,INDIVIDUAL,0,VERIFIED,58.0,rural
ENT_11962,INDIVIDUAL,800000,VERIFIED,50.0,metro
ENT_11963,BUSINESS,20000000,VERIFIED,,metro
ENT_11964,INDIVIDUAL,500000,VERIFIED,46.0,rural
ENT_11965,BUSINESS,3700000,VERIFIED,,metro
ENT_11966,INDIVIDUAL,1300000,VERIFIED,21.0,metro
ENT_11967,INDIVIDUAL,32800000,VERIFIED,20.0,metro
ENT_11968,TRUST,85100000,VERIFIED,,metro
ENT_11969,INDIVIDUAL,0,VERIFIED,63.0,tier2
ENT_11970,INDIVIDUAL,400000,VERIFIED,39.0,metro
ENT_11971,INDIVIDUAL,900000,VERIFIED,29.0,rural
ENT_11972,BUSINESS,44700000,VERIFIED,,metro
ENT_11973,INDIVIDUAL,7900000,VERIFIED,33.0,metro
ENT_11974,INDIVIDUAL,800000,VERIFIED,27.0,rural
ENT_11975,BUSINESS,47200000,VERIFIED,,rural
ENT_11976,INDIVIDUAL,0,VERIFIED,42.0,metro
ENT_11977,INDIVIDUAL,3600000,VERIFIED,26.0,metro
ENT_11978,INDIVIDUAL,83000000,VERIFIED,50.0,metro
ENT_11979,INDIVIDUAL,2000000,VERIFIED,62.0,rural
ENT_11980,BUSINESS,36900000,VERIFIED,,rural
ENT_11981,BUSINESS,5700000,VERIFIED,,metro
ENT_11982,INDIVIDUAL,9800000,VERIFIED,30.0,metro
ENT_11983,BUSINESS,8500000,VERIFIED,,rural
ENT_11984,INDIVIDUAL,5300000,VERIFIED,58.0,metro
ENT_11985,INDIVIDUAL,900000,VERIFIED,55.0,tier2
ENT_11986,INDIVIDUAL,900000,VERIFIED,46.0,rural
ENT_11987,INDIVIDUAL,500000,VERIFIED,20.0,metro
ENT_11988,TRUST,80800000,VERIFIED,,metro
ENT_11989,INDIVIDUAL,44800000,VERIFIED,42.0,metro
ENT_11990,BUSINESS,3600000,VERIFIED,,rural
ENT_11991,INDIVIDUAL,700000,VERIFIED,29.0,metro
